Gender,Age,Education,Employment,Sentence,Scenario
Female,49,No High School Degree,Unemployed,"A 49-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Female,37,High School Degree,Unemployed,"A 37-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Female,58,No High School Degree,Unemployed,"A 58-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,43,No High School Degree,Employed,"A 43-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s9
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s9
Male,59,No High School Degree,Unemployed,"A 59-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Male,35,No High School Degree,Unemployed,"A 35-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Male,71,No High School Degree,Unemployed,"A 71-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,57,High School Degree,Unemployed,"A 57-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,51,High School Degree,Unemployed,"A 51-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, in the middle of relentless turmoil.",s9
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,54,Degree,Employed,"A 54-year-old Female with Degree, currently Employed, in the middle of relentless turmoil.",s9
Female,29,High School Degree,Unemployed,"A 29-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,54,No High School Degree,Unemployed,"A 54-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s9
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",s9
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s9
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Female,40,No High School Degree,Employed,"A 40-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",s9
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",s9
Female,56,No High School Degree,Employed,"A 56-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",s9
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Female,55,High School Degree,Unemployed,"A 55-year-old Female with High School Degree, currently Unemployed, amid constant upheaval and change.",s9
Male,53,No High School Degree,Unemployed,"A 53-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, held in a tense, suspended state.",s9
Female,53,High School Degree,Employed,"A 53-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Male,55,No High School Degree,Unemployed,"A 55-year-old Male with No High School Degree, currently Unemployed, rooted in security and dependable bonds.",s9
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Female,58,No High School Degree,Employed,"A 58-year-old Female with No High School Degree, currently Employed, amid constant upheaval and change.",s9
Female,54,No High School Degree,Employed,"A 54-year-old Female with No High School Degree, currently Employed, rooted in security and dependable bonds.",s9
Female,52,No High School Degree,Unemployed,"A 52-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",s9
Female,57,High School Degree,Employed,"A 57-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",s9
Male,49,No High School Degree,Unemployed,"A 49-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",s9
Female,48,High School Degree,Employed,"A 48-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",s9
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",s9
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",s9
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",s9
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",s9
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",s9
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree, currently Unemployed, amid constant upheaval and change.",s9
